ID,SymbolValue,XCoord,YCoord,Month,Day,Year,Title of Plaque,Brochure Description,Image name associated,Categories (separated by #),Picture of actual plaque (link to dropbox),Historic picture of parade/event (link to dropbox)
coh4-26-1960,Canyon of Hero Marker,40.7097015,-74.0100021,4,26,1960,CHARLES DE GAULLE# PRESIDENT OF FRANCE,By the late 1950s# the growing revolt in the French colony of Algeria had reached a crisis# and de Gaulle was considered the only leader of sufficient strength to deal with the situation. Elected president of the Fifth Republic in 1959# he decided to allow Algeria self-determination# and in 1962 the North African country gained full independence. De Gaulle was reelected in 1965# resigned in 1969# and died a year later. It was de Gaulle's second ticker-tape parade. (See no. 53),,foreigndignitaries,,
coh5-2-1960,Canyon of Hero Marker,40.7098999,-74.0098038,5,2,1960,MAHENDRA BIR BIKRAM SHAH DEV AND RATNA RAJYA LAKSHMI DEVI SHA# KING AND QUEEN OF NEPAL,Throughout their visit to New York# the royal couple were observed wearing sunglasses# both indoors and out. King Mahendra died of a heart attack in 1972 at age 51. His son# Birenda# ascended to the throne. On June 1# 2001# in the Narayanhiti Palace# Crown Prince Dipendra shot and killed his father King Birenda# mother Queen Aishwarya# sister# brother# three aunts# and two uncles# before turning the gun on himself. The official# and most likely# explanation is that the crown prince# in an alcohol-and-drug-fueled rage# massacred his family because they refused to allow him to marry the woman he loved.,152.tif,foreigndignitaries,,
coh7-5-1960,Canyon of Hero Marker,40.7098999,-74.0100021,7,5,1960,BHUMIBOL ADULYADEJ AND SIRIKIT# KING AND QUEEN OF THAILAND,The Massachusetts-born# Harvard-educated king ascended the throne of his South East Asian nation in 1950. During the 1960s# Thailand was a strong supporter of the U.S. war effort in Vietnam# providing bases for American troops and airfields for strikes against the North Vietnamese.,153.tif,foreigndignitaries,,
coh10-14-1960,Canyon of Hero Marker,40.7099991,-74.0100021,10,14,1960,FREDERICK IX AND INGRID# KING AND QUEEN OF DENMARK,Dating to about 950 A.D.# the Danish royal family is Europe's oldest monarchy. As a young mother during the years of Nazi occupation in World War II# Ingrid pushed a baby carriage along the streets of Copenhagen and used her bicycle for shopping.,154.tif,foreigndignitaries,,
coh10-19-1960,Canyon of Hero Marker,40.7098999,-74.0098038,10,19,1960,SENATOR JOHN F. KENNEDY# DEMOCRATIC PRESIDENTIAL NOMINEE,The police could not keep the wildly enthusiastic crowds from surging against the motorcade. The candidate's wife Jacqueline later said it felt like the sides of the car were bending.,155.tif,usleaders,,
coh11-2-1960,Canyon of Hero Marker,40.7099991,-74.0098038,11,2,1960,DWIGHT D. EISENHOWER# PRESIDENT OF THE UNITED STATES# AND VICE PRESIDENT RICHARD M. NIXON# REPUBLICAN PRESIDENTIAL NOMINEE,The Citizens for Nixon Committee were determined that their candidate's parade would outshine the tumultuous display that greeted Senator Kennedy two weeks earlier. Taking no chances# they bought eighteen tons of confetti and shredded paper and distributed it to office buildings lining the parade route.,156.tif,usleaders,,
coh5-11-1961,Canyon of Hero Marker,40.7099991,-74.009903,5,11,1961,HABIB BOURGUIBA# PRESIDENT OF TUNISIA,Bourguiba became the first president of the North African nation after it gained independence from France in 1956. He pioneered women's rights and was an advocate of Arab moderation towards Israel. Deposed in 1987# he died in 2000 at age 96.,157.tif,foreigndignitaries,,
coh7-14-1961,Canyon of Hero Marker,40.7100983,-74.009697,7,14,1961,MOHAMMAD AYUB KHAN# PRESIDENT OF PAKISTAN,The Pakistani leader made it clear that he expected more from New York's Financial District than a hearty parade# calling on Americans to invest in his nation as a hedge against communism.,158.tif,foreigndignitaries,,
coh9-22-1961,Canyon of Hero Marker,40.7100983,-74.009903,9,22,1961,MANUEL PRADO UGARTECHE# PRESIDENT OF PERU,The aristocratic Peruvian political leader was twice president. Replaced by a three-man military junta in July 1962# he went into exile in France# where he died in 1967.,159.tif,foreigndignitaries,,
coh10-13-1961,Canyon of Hero Marker,40.7100983,-74.0095978,10,13,1961,GEN. IBRAHIM ABBOUD# SUDANESE LEADER,In 1964# a general strike and economic chaos ended Abboud's six-year rule of the East African nation.,160.tif,foreigndignitaries,,
coh10-27-1961,Canyon of Hero Marker,40.7102013,-74.0098038,10,27,1961,CAPT. THOMAS J. WALKER# CREW AND BUILDERS OF THE U.S.S. CONSTELLATION# THE WORLD'S LARGEST AIRCRAFT CARRIER,The newest weapon in the Cold War# the Constellation had a flight deck of 4.1 acres capable of launching 100 nuclear-bomb-carrying planes at targets 1#200 miles away. Budget Director Abraham D. Beame hosted the ticker-tape reception# an opportunity he would not have during his own mayoralty (1974–1977).,161.tif,military,,
coh3-1-1962,Canyon of Hero Marker,40.7100983,-74.0095978,3,1,1962,LT. COL. JOHN H. GLENN JR.# THE FIRST AMERICAN TO ORBIT THE EARTH,"Glenn's flight had proved the value of having a man rather than only automatic equipment in spaceships. ""A human being can work more effectively# pound per pound# than any mechanical computer#"" fellow astronaut Alan Shepard testified before a Senate committee. ""And#"" added Glenn# ""I've heard that he can be produced more cheaply and easily than a computer.""",162.tif,aviation,,
coh3-16-1962,Canyon of Hero Marker,40.7102013,-74.0098038,3,16,1962,AHMADOU AHIDJO# PRESIDENT OF CAMEROON,Ahidjo served as president of the West African nation for 22 years following independence from France in 1960. In 1983# one year after he resigned the presidency# he was accused of plotting against the government# then forced into exile and sentenced to death in absentia. He never returned to his native land and died in Senegal in 1989.,,foreigndignitaries,,
coh3-22-1962,Canyon of Hero Marker,40.7102013,-74.0095978,3,22,1962,SYLVANUS OLYMPIO# PRESIDENT OF TOGO,Olympio helped bring about Togo's independence from France in 1960 and ruled two years as president of the West African nation before being assassinated by a group of ex-soldiers.,164.tif,foreigndignitaries,,
coh4-5-1962,Canyon of Hero Marker,40.7103004,-74.009697,4,5,1962,JOÃO GOULART# PRESIDENT OF BRAZIL,Goulart's election as president in 1961 was opposed by the military because of his pro-communist leanings. He was overthrown in a rightist revolution in 1964.,165.tif,foreigndignitaries,,
coh4-12-1962,Canyon of Hero Marker,40.7103004,-74.009697,4,12,1962,NEW YORK METS# NEW NATIONAL LEAGUE BASEBALL TEAM,The Mets chose New York Baseball legend Casey Stengel as their first manager. They chose their official colors to symbolize the return of National League baseball to the city: royal blue for the Brooklyn Dodgers and orange for the old New York Giants. Four days earlier# the 1961 world-champion Yankees had been honored with a City Hall reception# but not with a parade. The Mets would play their first two seasons in a spruced-up polo grounds# the former home of the Giants. The crowds along the parade route might have withheld their cheers had they known of the dismal season ahead# in which the team would lose a record-breaking 120 games.,166.tif,sports,,
coh4-16-1962,Canyon of Hero Marker,40.7103996,-74.0095978,4,16,1962,MOHAMMED REZA PAHLEVI# SHAH OF IRAN# AND EMPRESS FARAH,In remarks after his ticker-tape parade# his second (see no. 77)# the Shah declared that his country needed to take drastic measures on land tenure# rights of workers# and distribution of property. Despite reforms in these areas# the Shah's autocratic rule and his extensive use of the secret police led to widespread popular unrest. He fled the country in January 1979.,167.tif,foreigndignitaries,,
coh5-25-1962,Canyon of Hero Marker,40.7102013,-74.0095978,5,25,1962,FÉLIX HOUPHOUËT-BOIGNY# PRESIDENT OF THE IVORY COAST,"Many spectators called out the name ""Scott Carpenter"" as Houphouët-Boigny's motorcade passed by# thinking the West African president was the American astronaut who had just returned from a space flight. Houphouët-Boigny apparently did not notice or mind and# in his statement at City Hall# graciously called the space flight a ""great victory for peace.""",168.tif,foreigndignitaries,,
coh6-8-1962,Canyon of Hero Marker,40.7103996,-74.0093994,6,8,1962,ARCHBISHOP MAKARIOS III# PRESIDENT OF CYPRUS,"At City Hall# Makarios remarked that relations between the Greek Christian majority and the Turkish Muslim minority on his Mediterranean island nation were ""improving."" This improvement did not prevent Turkey from invading northern Cyprus in 1974# resulting in partition of the island and the ouster of Makarios.",169.tif,foreigndignitaries,,
coh6-14-1962,Canyon of Hero Marker,40.7104988,-74.0094986,6,14,1962,ROBERTO F. CHIARI# PRESIDENT OF PANAMA,Chiari# who served as president from 1960 to 1964# presided over a period of rising tensions with the U.S. over Panamanian sovereignty.,,foreigndignitaries,,
coh4-1-1963,Canyon of Hero Marker,40.7103996,-74.0093002,4,1,1963,HASSAN II# KING OF MOROCCO,King Hassan II pursued a neutral course in Middle Eastern politics and received aid from both the western and Soviet blocs. He ruled 38 years from 1961 until his death in 1999.,,foreigndignitaries,,
coh5-22-1963,Canyon of Hero Marker,40.7106018,-74.0093994,5,22,1963,MAJ. L. GORDON COOPER JR.# MERCURY ASTRONAUT WHO ORBITED THE EARTH 22 TIMES,"Cooper was a man of few words. The following is a transcript of the speech he gave at a reception in his honor at the Waldorf Astoria Hotel: ""I don't generally say very much. I'm so impressed that today I'm going to say even less. I would just like to say that on behalf of the entire Mercury team# I thank you for this wonderful day.""",,aviation,,
coh6-10-1963,Canyon of Hero Marker,40.7104988,-74.0093002,6,10,1963,DR. SARVEPALLI RADHAKRISHNAN# PRESIDENT OF INDIA,The respected academic served as president from 1962 to 1967.,173.tif,foreigndignitaries,,
coh9-10-1963,Canyon of Hero Marker,40.710701,-74.0093994,9,10,1963,MOHAMMED ZAHIR SHAH AND HOMAIRA# KING AND QUEEN OF AFGHANISTAN,"Born in 1914# Mohammed Zahir Shah became King in 1933# after his father was assassinated. He remained on the throne until 1973 when a cousin deposed him in a bloodless coup. Afghanistan subsequently descended into chaos and civil war; by the 1990s the Taliban# Islamic fundamentalists# had taken over the country. When United States and allied forces defeated the Taliban rulers at the end of 2001# the former King vowed to return to his homeland from exile in Italy. Landing in Kabul on April 18# 2002# Zahir promised to ""serve my people as best I can."" In June# the new government granted him the honorary title of ""father of the nation."" Ill health prevented Homaira Shah# the former Queen# from returning with her husband. She died in Rome on June 26# 2002.",174.tif,foreigndignitaries,,
coh10-4-1963,Canyon of Hero Marker,40.7104988,-74.009201,10,4,1963,HAILE SELASSIE# EMPEROR OF ETHIOPIA,In his second parade (see no. 117)# Selassie followed the recent fashion of visiting monarchs who alighted from the limousine to walk the final steps to City Hall. King Hassan of Morocco and King Mohammed of Afghanistan had both marched on foot up Broadway.,175.tif,foreigndignitaries,,
coh7-16-1964,Canyon of Hero Marker,40.710701,-74.0093002,7,16,1964,CREWS OF SAILING VESSELS PARTICIPATING IN OPERATION SAIL,More than 2#500 officers# cadets# and crewmen from 13 countries participated in the international goodwill effort# as a demonstration of training under sail as a means of character building for young men.,,ushistory,,
coh9-3-1964,Canyon of Hero Marker,40.7106018,-74.009201,9,3,1964,STATEN ISLAND'S MID-ISLAND ALL-STARS# LITTLE LEAGUE WORLD SERIES CHAMPIONS,Mayor Wagner wanted to honor at least one successful New York team and decided to honor Daniel Yaccarino# the Mid-Island star player# pitched a no-hitter against the team from Mexico.,177.tif,sports,,
coh10-8-1964,Canyon of Hero Marker,40.7108002,-74.0093002,10,8,1964,DIOSDADO MACAPAGAL# PRESIDENT OF THE PHILIPPINES,Elected in 1961# Macapagal was noted for his efforts fighting poverty# unemployment# and corruption. Ferdinand Marcos defeated him in 1965.,178.tif,foreigndignitaries,,
coh3-29-1965,Canyon of Hero Marker,40.7106018,-74.0091019,3,29,1965,MAJ. VIRGIL I. GRISSOM AND LT. COMDR. JOHN W. YOUNG# GEMINI III ASTRONAUTS,The Gemini mission was the first U.S.space flight in which two astronauts went into orbit in the same capsule. Grissom and Young blasted off from Cape Kennedy in Florida and splashed down in the Atlantic near Bermuda# four hours and 53 minutes later# after orbiting the earth three times. Grissom died on January 27# 1967# in the Apollo spacecraft flash fire during a launch pad test at Kennedy Space Center.,179.tif,aviation,,
coh5-19-1965,Canyon of Hero Marker,40.7108994,-74.009201,5,19,1965,PARK CHUNG HEE# PRESIDENT OF SOUTH KOREA,Park was a member of the military junta that overthrew the civilian government in 1961. Censorship# repression# and torture of political prisoners were the hallmarks of his administration. He survived several attempts on his life (one of which killed his wife in 1974)# but was finally assassinated in 1979 by the head of the Korean Central Intelligence Agency.,180.tif,foreigndignitaries,,
coh6-1-1965,Canyon of Hero Marker,40.710701,-74.0091019,6,1,1965,4#500 FIREMEN CELEBRATE THE 100TH ANNIVERSARY OF NEW YORK CITY'S FIRST PROFESSIONAL FIRE DEPARTMENT,In 1865# there were 700 firefighters in the independent cities of Brooklyn and Manhattan. By 1965 the Department had 13#186 men and 282 firehouses in the five boroughs.,,ushistory,,
coh1-10-1969,Canyon of Hero Marker,40.7109985,-74.0091019,1,10,1969,LT. COL. FRANK BORMAN# LT. COL. WILLIAM A. ANDERS# AND CAPT. JAMES A. LOVELLJR.# APOLLO 8 ASTRONAUTS# THE FIRST MEN TO SEE THE FAR SIDE OF THE MOON,"Riding with the astronauts in the motorcade# Mayor John V. Lindsay was reported to have overheard them say# ""It's a forbidding place … gray and colorless … It shows the scars of a terrific bombardment… certainly not a very inviting place to live or work."" Thinking they were talking about New York# he broke in and told them# ""If you're going to talk like that you're not going to get your medals."" They'd been describing the moon.",182.tif,aviation,,
coh8-13-1969,Canyon of Hero Marker,40.710701,-74.0091019,8,13,1969,NEIL A. ARMSTRONG# COL. BUZZ ALDRIN# AND LT. COL. MICHAEL COLLINS# APOLLO 11 ASTRONAUTS# FOR THE FIRST MANNED MOON LANDING,The astronauts made a hectic one-day# coast-to-coast tour to celebrate their triumph. New York City had three and a half hours to give them the ticker-tape celebration# and then it was on to Chicago for another parade. The day ended with a state dinner hosted by President Nixon in Los Angeles.,183.tif,aviation,,
coh10-20-1969,Canyon of Hero Marker,40.7109985,-74.0091019,10,20,1969,NEW YORK METS# WORLD SERIES CHAMPIONS,"The city went all out to celebrate the ""Amazin'"" Mets victory over the Baltimore Orioles# four games to one. The ticker-tape parade was just the start of a day that included a rally at Bryant Park# a luncheon at the Four Seasons restaurant# hot dogs on the lawn at Gracie Mansion# and fireworks and poetry readings in Flushing Meadow Park.",184.tif,sports,,
coh7-6-1976,Canyon of Hero Marker,40.7111015,-74.0090027,7,6,1976,CREWS OF SAILING VESSELS PARTICIPATING IN OPERATION SAIL FOR THE UNITED STATES BICENTENNIAL,N/A,,ushistory,,
coh10-19-1977,Canyon of Hero Marker,40.7112999,-74.0089035,10,19,1977,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,N/A,,sports,,
coh10-19-1978,Canyon of Hero Marker,40.7109985,-74.0087967,10,19,1978,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,The Yankees became the first team in baseball history to win four games in a row in the World Series# after losing the first two games. They defeated the Los Angeles Dodgers.,,sports,,
coh10-3-1979,Canyon of Hero Marker,40.7112999,-74.0087967,10,3,1979,POPE JOHN PAUL II,The Pope's motorcade traveled down Broadway (reversing the traditional parade route) to the Battery where he made a special address to New York and the nation.,186.tif,foreigndignitaries,,
coh1-30-1981,Canyon of Hero Marker,40.7111015,-74.0086975,1,30,1981,U.S. HOSTAGES RELEASED FROM IRAN AFTER 444 DAYS IN CAPTIVITY,On November 4# 1979# militant followers of the Ayatollah Khomeini seized the U.S. Embassy in Tehran# taking 52 American hostages. A rescue attempt in April 1980 failed# and the crisis was not resolved until January 20# 1981# the day of Ronald Reagan's inauguration as U.S. president. Nearly all Iranian conditions had been met# including the unfreezing of nearly $8 billion in American-held assets.,187.tif,ushistory,,
coh8-15-1984,Canyon of Hero Marker,40.7113991,-74.0087967,8,15,1984,U.S. OLYMPIC MEDAL WINNERS FROM THE LOS ANGELES GAMES,Gymnast Mary Lou Retton was the crowd's favorite from among the more than 200 athletes returning from the XXIII Olympiad in Los Angeles.,188.tif,sports,,
coh5-7-1985,Canyon of Hero Marker,40.7114983,-74.0085983,5,7,1985,VIETNAM WAR VETERANS,"""It's Time"" was the theme of this parade# held ten years after the last American forces had returned home from Vietnam.",189.tif,military,,
coh10-28-1986,Canyon of Hero Marker,40.7116013,-74.0085983,10,28,1986,NEW YORK METS# WORLD SERIES CHAMPIONS,"""I asked the Mets to come here today for a very special reason# so I could present them with a bill. The bill is for 72 million cases of nervous collapse#"" declared Mayor Edward I. Koch at the City Hall ceremony. He was referring to the cliffhanger series against the Boston Red Sox that the Mets finally won in the seventh game.",,sports,,
coh6-20-1990,Canyon of Hero Marker,40.7116013,-74.0085983,6,20,1990,NELSON MANDELA# AFRICAN NATIONAL CONGRESS LEADER,Jailed for 28 years in the battle against apartheid# Mandela embarked on a world tour after his February 1990 release. Elected president in 1994 in South Africa's first multiracial elections# he served until 1999.,191.tif,foreigndignitaries,,
coh6-10-1991,Canyon of Hero Marker,40.7117004,-74.0084991,6,10,1991,PERSIAN GULF WAR VETERANS,"""Operation Welcome Home"" was almost canceled because the city was broke. Private donations saved the day for 12#000 troops from 14 countries who had participated in the war against Iraq# code-named ""Operation Desert Storm.""",192.tif,military,,
coh6-25-1991,Canyon of Hero Marker,40.7117996,-74.0084,6,25,1991,KOREAN WAR VETERANS,"More than 9#000 men and women from the ""Forgotten War"" were applauded in a subdued event 41 years after American troops had been sent to fight in Korea.",,military,,
coh6-17-1994,Canyon of Hero Marker,40.7117996,-74.0084,6,17,1994,NEW YORK RANGERS# STANLEY CUP CHAMPIONS,"""The curse is broken!"" cried Mayor Rudolph Giuliani# as the New York Rangers won the championship for the first time since 1940.",194.tif,sports,,
coh10-29-1996,Canyon of Hero Marker,40.7118988,-74.0083008,10,29,1996,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,The Bronx Bombers defeated the Atlanta Braves 6-2 in their first World Series appearance in sixteen years.,,sports,,
coh10-17-1998,Canyon of Hero Marker,40.7118988,-74.0083008,10,17,1998,SAMMY SOSA# CHICAGO CUBS BASEBALL PLAYER# WHO BROKE THE SINGLE SEASON HOME RUN RECORD,Sammy Sosa# a native of the Dominican Republic# was the second player to surpass Roger Maris's record of 61 home runs in 1961. St. Louis Cardinal first baseman Mark McGuire was the first to break the record; he finished the season with 70 home runs. Babe Ruth had set the record of 60 home runs in 1927.,,sports,,
coh10-23-1998,Canyon of Hero Marker,40.7120018,-74.0083008,10,23,1998,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,The Yankees defeated the San Diego Padres in four games# capping a record-setting regular season in which they won an American League best-ever 125 games# including the post-season.,197.tif,sports,,
coh11-16-1998,Canyon of Hero Marker,40.712101,-74.0081024,11,16,1998,SENATOR JOHN GLENN AND FELLOW CREW MEMBERS OF THE U.S. SPACE SHUTTLE DISCOVERY,"Mayor Giuliani applauded Glenn for demonstrating ""that there are new and exciting frontiers opening up for older Americans."" It was 77-year-old Glenn's second trip up the Canyon of Heroes (see no. 162).",198.tif,aviation,,
coh10-29-1999,Canyon of Hero Marker,40.7122002,-74.0081024,10,29,1999,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,The Yankees defeated the Atlanta Braves in a four-game sweep# winning their 25th World Series trophy# by far the most of any team in Major League baseball history.,,sports,,
coh10-30-2000,Canyon of Hero Marker,40.7122993,-74.0080032,10,30,2000,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,"When two New York teams battle for the championship# it's called a ""Subway Series""—and this showdown was the first since 1956. The Yankees beat the Mets in five games# losing only the third game.",,sports,,
coh2-5-2008,Canyon of Hero Marker,40.7122993,-74.0080032,2,5,2008,NEW YORK GIANTS# SUPER BOWL XLII CHAMPIONS,N/A,,sports,,
coh11-6-2009,Canyon of Hero Marker,40.7122993,-74.0078964,11,6,2009,NEW YORK YANKEES# WORLD SERIES CHAMPIONS,N/A,,sports,,
coh2-7-2012,Canyon of Hero Marker,40.7123985,-74.0078964,2,7,2012,NEW YORK GIANTS# SUPER BOWL XXXX CHAMPIONS,N/A,,sports,,
coh-blank-1,Canyon of Hero Marker,40.7112999,-74.0083008,,,,NEW YORK GIANTS# SUPER BOWL XLVI CHAMPIONS,,,,,
coh-blank-2,Canyon of Hero Marker,40.7112999,-74.0083008,,,,,,,,,
coh-blank-3,Canyon of Hero Marker,40.7112999,-74.0082016,,,,,,,,,
coh-blank-4,Canyon of Hero Marker,40.7112999,-74.0082016,,,,,,,,,
coh-blank-5,Canyon of Hero Marker,40.7114983,-74.0075989,,,,,,,,,
coh-blank-6,Canyon of Hero Marker,40.7114983,-74.0074997,,,,,,,,,
coh-blank-7,Canyon of Hero Marker,40.7114983,-74.0074005,,,,,,,,,
coh-blank-8,Canyon of Hero Marker,40.7114983,-74.0073013,,,,,,,,,
coh-blank-9,Canyon of Hero Marker,40.7116013,-74.0073013,,,,,,,,,
coh-blank-10,Canyon of Hero Marker,40.7116013,-74.0072021,,,,,,,,,
coh-blank-11,Canyon of Hero Marker,40.7116013,-74.007103,,,,,,,,,
coh-blank-12,Canyon of Hero Marker,40.7116013,-74.007103,,,,,,,,,
coh-blank-13,Canyon of Hero Marker,40.7117004,-74.0067978,,,,,,,,,
coh-blank-14,Canyon of Hero Marker,40.7117004,-74.0067978,,,,,,,,,
coh-blank-15,Canyon of Hero Marker,40.7117004,-74.0066986,,,,,,,,,
coh-blank-16,Canyon of Hero Marker,40.7117004,-74.0065994,,,,,,,,,
coh-blank-17,Canyon of Hero Marker,40.7117004,-74.0065002,,,,,,,,,
coh-blank-18,Canyon of Hero Marker,40.7117996,-74.0064011,,,,,,,,,
coh-blank-19,Canyon of Hero Marker,40.7117996,-74.0064011,,,,,,,,,
coh-blank-20,Canyon of Hero Marker,40.7117996,-74.0063019,,,,,,,,,
coh-blank-21,Canyon of Hero Marker,40.7117996,-74.0062027,,,,,,,,,
coh-blank-23,Canyon of Hero Marker,40.7123985,-74.0078964,,,,,,,,,
coh-blank-24,Canyon of Hero Marker,40.7126999,-74.0075989,,,,,,,,,
coh-blank-25,Canyon of Hero Marker,40.7127991,-74.0075989,,,,,,,,,
coh-blank-26,Canyon of Hero Marker,40.7127991,-74.0075989,,,,,,,,,
coh-blank-27,Canyon of Hero Marker,40.7128983,-74.0074997,,,,,,,,,
coh-blank-28,Canyon of Hero Marker,40.7128983,-74.0074997,,,,,,,,,
coh-blank-29,Canyon of Hero Marker,40.7128983,-74.0074005,,,,,,,,,
coh-blank-30,Canyon of Hero Marker,40.7130013,-74.0074005,,,,,,,,,